id,birth date,job type,school level,domestic status,profession,domestic relationship type,ethnicity,gender,earned dividends,interest earned,monthly work,country of origin,target
8707,1993-12-23,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
27396,1979-12-27,federal-gov,secondary,single,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
9810,1993-12-23,private,secondary,single,other,living with child,white and privileged,Female,0,0,100,u.s.,1
29809,1978-12-27,local-gov,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,168,u.s.,1
24856,1972-12-28,private,secondary,single,estate employee,never married,afro american,Female,0,0,120,u.s.,1
30439,1993-12-23,private,secondary,single,mechanic,living with child,white and privileged,Female,0,0,100,u.s.,1
20184,1966-12-30,local-gov,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
9804,1999-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,152,u.s.,1
6298,1948-01-04,private,secondary,d,other,not living with family,white and privileged,Female,0,0,92,u.s.,1
21971,1985-12-25,private,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,1590,160,u.s.,1
4663,1982-12-26,private,basic vocational,married 2,vocational,has husband,white and privileged,Female,0,0,176,u.s.,1
2547,1991-12-24,private,entry level college,single,secretarial,living with child,asian,Female,0,0,140,u.s.,1
5498,1974-12-28,private,college graduate,d,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
31965,1980-12-26,private,secondary,d,other,never married,afro american,Female,0,0,120,u.s.,1
19823,1994-12-23,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
14587,1984-12-25,private,entry level college,married 2,other,has husband,white and privileged,Female,0,0,140,u.s.,1
23620,1970-12-29,local-gov,basic vocational,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
30735,1975-12-28,private,college graduate,married 2,secretarial,has husband,asian,Female,0,1887,160,philippines,0
25649,1980-12-26,private,college graduate,divorce pending,C-level,never married,afro american,Female,0,0,160,u.s.,1
5410,1996-12-22,private,basic vocational,married 2,secretarial,living with extende family,white and privileged,Female,0,1579,160,u.s.,1
30175,1996-12-22,private,advanced vocational,single,other,living with child,white and privileged,Female,0,0,20,u.s.,1
13075,1997-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
7144,1988-12-24,private,secondary 11,d,mechanic,never married,white and privileged,Female,0,0,160,u.s.,1
27783,1997-12-22,private,entry level college,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
7061,1998-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
22629,1970-12-29,private,secondary,d,technology support,not living with family,white and privileged,Female,0,0,144,u.s.,1
21661,1996-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
12517,1982-12-26,private,secondary,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
28677,1980-12-26,private,entry level college,d,technology support,never married,white and privileged,Female,0,0,160,u.s.,1
21046,1990-12-24,private,some post graduate,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
26262,1958-01-01,private,secondary,spouse passed,household labor,not living with family,white and privileged,Female,0,0,160,u.s.,1
32366,1975-12-28,private,secondary,single,sales,never married,white and privileged,Female,0,0,160,u.s.,1
26138,1966-12-30,local-gov,primary school,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
25756,1995-12-23,private,entry level college,single,technology support,living with extende family,asian,Female,0,0,128,u.s.,1
15329,1999-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
5686,1949-01-03,state-gov,entry level college,spouse passed,secretarial,not living with family,white and privileged,Female,0,810,152,u.s.,1
9261,1978-12-27,private,10th,d,other,not living with family,white and privileged,Female,0,0,240,u.s.,1
6113,1991-12-24,private,primary school,single,specialist technician,not living with family,white and privileged,Female,0,0,120,u.s.,1
12183,1999-12-22,local-gov,some post graduate,single,specialist technician,living with child,white and privileged,Female,0,0,240,u.s.,1
21025,1998-12-22,private,secondary,single,other,not living with family,white and privileged,Female,0,0,200,u.s.,1
14348,1988-12-24,unknown,entry level college,d,unknown,never married,white and privileged,Female,0,0,32,u.s.,1
10887,1973-12-28,private,college graduate,married 2,technology support,has husband,white and privileged,Female,0,0,80,u.s.,0
4989,1965-12-30,private,basic vocational,divorce pending,C-level,never married,afro american,Female,0,0,240,u.s.,1
24586,1984-12-25,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
24519,1980-12-26,private,basic vocational,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
5674,1977-12-27,private,entry level college,d,secretarial,living with child,white and privileged,Female,0,0,176,u.s.,0
5137,1968-12-29,self-emp-inc,secondary,married 2,secretarial,has husband,white and privileged,Female,0,2377,160,u.s.,0
13057,1974-12-28,private,secondary-9,single,mechanic,not living with family,white and privileged,Female,0,0,80,u.s.,1
18169,1976-12-27,state-gov,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
12586,1987-12-25,local-gov,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
17977,1970-12-29,private,secondary,single,secretarial,living with extende family,white and privileged,Female,0,0,160,u.s.,1
1313,1966-12-30,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
7182,1995-12-23,private,advanced vocational,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
7926,1999-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
29982,2000-12-21,private,10th,single,other,living with child,white and privileged,Female,0,1602,40,u.s.,1
29027,1987-12-25,private,entry level college,single,C-level,living with child,afro american,Female,0,0,160,u.s.,1
2632,1977-12-27,unknown,entry level college,married 2,unknown,has husband,white and privileged,Female,0,0,80,u.s.,1
8035,1969-12-29,private,secondary 11,divorce pending,other,not living with family,afro american,Female,0,0,140,u.s.,1
14742,1986-12-25,unknown,entry level college,single,unknown,never married,afro american,Female,0,0,160,u.s.,1
4059,1978-12-27,private,entry level college,single,secretarial,living with child,asian,Female,0,0,160,u.s.,1
20856,1994-12-23,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,140,u.s.,1
15336,1989-12-24,private,10th,single,mechanic,never married,white and privileged,Female,0,0,160,u.s.,1
9825,1979-12-27,local-gov,entry level college,single,secretarial,living with child,american indian,Female,0,0,160,u.s.,1
28384,1993-12-23,unknown,college graduate,single,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
24406,1986-12-25,private,advanced vocational,single,technology support,living with child,white and privileged,Female,0,0,160,u.s.,1
11893,1976-12-27,private,entry level college,divorce pending,C-level,not living with family,afro american,Female,0,0,160,u.s.,1
16067,1958-01-01,private,secondary,married not together,other,never married,white and privileged,Female,0,0,80,u.s.,1
13523,1990-12-24,private,primary school,married 2,specialist technician,has husband,white and privileged,Female,0,0,200,u.s.,0
22493,1959-01-01,private,secondary,spouse passed,other,not living with family,white and privileged,Female,0,0,140,u.s.,1
16927,1999-12-22,private,secondary,single,household labor,living with extende family,white and privileged,Female,0,0,112,u.s.,1
20542,1987-12-25,private,secondary,divorce pending,secretarial,never married,afro american,Female,0,0,160,u.s.,1
11213,1956-01-02,private,secondary,spouse passed,secretarial,not living with family,white and privileged,Female,0,0,80,de,1
653,1979-12-27,state-gov,entry level college,divorce pending,C-level,not living with family,white and privileged,Female,0,0,180,u.s.,1
18548,1993-12-23,private,secondary,single,mechanic,living with extende family,afro american,Female,0,0,120,u.s.,1
6094,1987-12-25,private,secondary,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
7717,1999-12-22,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,100,u.s.,1
21373,1967-12-30,private,some post graduate,d,sales,not living with family,white and privileged,Female,0,1590,180,u.s.,1
7782,1993-12-23,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,200,u.s.,1
10363,1953-01-02,private,secondary,spouse passed,secretarial,not living with family,white and privileged,Female,0,810,144,u.s.,1
1855,1992-12-23,local-gov,college graduate,single,specialist technician,living with child,white and privileged,Female,0,0,160,u.s.,1
5872,1976-12-27,local-gov,secondary-7 through 8,single,other,never married,afro american,Female,0,0,160,u.s.,1
10239,1993-12-23,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
9581,1978-12-27,private,entry level college,d,secretarial,never married,afro american,Female,0,0,160,u.s.,1
7377,1976-12-27,private,entry level college,d,other,not living with family,white and privileged,Female,0,0,144,u.s.,0
14189,1972-12-28,private,secondary,spouse passed,secretarial,never married,white and privileged,Female,0,0,140,u.s.,1
26095,1976-12-27,private,secondary-5 through 6,d,other,never married,white and privileged,Female,0,0,160,puerto rico,1
20590,1992-12-23,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
24757,1983-12-26,private,entry level college,d,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
27616,1994-12-23,private,college graduate,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
27621,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,48,u.s.,1
28826,1996-12-22,private,entry level college,single,sales,living with child,afro american,Female,0,0,100,u.s.,1
13368,1990-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,240,u.s.,1
21360,1976-12-27,private,secondary 11,d,household labor,never married,white and privileged,Female,0,0,160,u.s.,1
30597,1975-12-28,local-gov,some post graduate,single,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
31247,1964-12-30,unknown,secondary 12,married 2,unknown,has husband,white and privileged,Female,0,0,160,italy,1
11988,1967-12-30,self-emp-not-inc,secondary,married 2,other,has husband,white and privileged,Female,0,0,48,unknown,1
16270,1957-01-01,private,secondary-7 through 8,spouse passed,other,not living with family,afro american,Female,0,0,84,u.s.,1
17408,1985-12-25,federal-gov,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,240,u.s.,1
4043,1960-12-31,local-gov,secondary,d,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
1611,1981-12-26,private,advanced vocational,married 2,specialist technician,has husband,white and privileged,Female,0,0,120,u.s.,0
5760,1996-12-22,private,entry level college,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
16345,1950-01-03,private,secondary,spouse passed,C-level,not living with family,white and privileged,Female,0,0,40,u.s.,0
12515,1975-12-28,private,entry level college,d,sales,never married,white and privileged,Female,0,0,172,u.s.,1
11268,1985-12-25,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
10435,1978-12-27,private,secondary,d,secretarial,never married,afro american,Female,0,0,152,u.s.,1
14854,1985-12-25,private,10th,married 2,C-level,has husband,white and privileged,Female,0,0,140,u.s.,1
12926,1992-12-23,private,10th,single,estate employee,living with child,white and privileged,Female,0,0,96,u.s.,1
22835,1957-01-01,private,secondary,d,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
13429,1986-12-25,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
29502,1992-12-23,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
14616,1999-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
8468,1974-12-28,private,basic vocational,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,0
19357,1991-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,1
29404,1969-12-29,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,220,u.s.,1
18553,1976-12-27,private,secondary,married 2,trucking,has husband,white and privileged,Female,0,0,160,u.s.,1
17391,1996-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,160,u.s.,1
25635,1961-12-31,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,128,u.s.,1
14493,1983-12-26,private,basic vocational,d,technology support,never married,white and privileged,Female,0,0,160,u.s.,1
6228,1993-12-23,private,secondary,d,C-level,not living with family,american indian,Female,0,0,200,u.s.,1
19719,1965-12-30,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
32382,1973-12-28,local-gov,secondary,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
30659,1946-01-04,private,entry level college,spouse passed,secretarial,not living with family,white and privileged,Female,0,0,100,u.s.,1
15134,1992-12-23,federal-gov,secondary,single,secretarial,living with extende family,white and privileged,Female,0,0,160,u.s.,1
7935,1997-12-22,private,entry level college,single,other,not living with family,white and privileged,Female,0,0,80,u.s.,1
22727,1991-12-24,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
5828,2000-12-21,private,10th,single,sales,living with child,white and privileged,Female,0,0,48,u.s.,1
620,1994-12-23,private,college graduate,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
16420,1985-12-25,private,secondary,d,vocational,living with extende family,afro american,Female,0,0,200,u.s.,1
6706,1981-12-26,private,advanced vocational,d,secretarial,never married,white and privileged,Female,0,0,168,u.s.,1
12427,1989-12-24,private,some post graduate,d,specialist technician,not living with family,white and privileged,Female,0,0,200,u.s.,1
27401,1987-12-25,private,some post graduate,single,secretarial,not living with family,white and privileged,Female,0,0,160,fr,1
21196,2000-12-21,private,10th,single,other,living with child,white and privileged,Female,0,0,56,u.s.,1
22435,1990-12-24,private,secondary,single,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
6623,1979-12-27,private,advanced vocational,d,vocational,never married,white and privileged,Female,0,0,160,u.s.,1
21179,1994-12-23,unknown,10th,single,unknown,living with child,afro american,Female,0,0,160,u.s.,1
30040,1995-12-23,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,80,u.s.,1
30680,1989-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
28173,1968-12-29,state-gov,advanced post graduate,single,C-level,not living with family,white and privileged,Female,0,2258,200,u.s.,0
7234,1960-01-01,state-gov,secondary,married not together,other,never married,afro american,Female,0,0,160,honduras,1
8129,2000-12-21,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
26224,1996-12-22,local-gov,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,mexico,1
17742,1996-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
4498,1982-12-26,private,basic vocational,d,other,never married,afro american,Female,0,0,160,u.s.,1
22371,1981-12-26,private,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
27702,1957-01-01,unknown,secondary-7 through 8,spouse passed,unknown,not living with family,afro american,Female,0,0,160,u.s.,1
1802,1965-12-30,private,secondary,d,other,not living with family,white and privileged,Female,0,0,152,u.s.,1
3846,1988-12-24,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
3598,1992-12-23,local-gov,secondary,d,secretarial,not living with family,american indian,Female,0,0,140,u.s.,1
1497,1982-12-26,private,college graduate,d,sales,not living with family,white and privileged,Female,0,1980,260,u.s.,1
14690,1998-12-22,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
30989,1988-12-24,private,secondary,single,C-level,not living with family,asian,Female,0,0,160,u.s.,1
6283,1999-12-22,private,secondary 12,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
18195,1981-12-26,private,entry level college,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
15608,1989-12-24,private,college graduate,single,specialist technician,living with child,white and privileged,Female,0,1564,160,u.s.,0
6436,1998-12-22,private,entry level college,single,sales,living with extende family,white and privileged,Female,0,0,100,u.s.,1
7172,1997-12-22,private,entry level college,single,secretarial,living with child,afro american,Female,0,0,60,u.s.,1
21082,1988-12-24,private,entry level college,single,secretarial,living with child,afro american,Female,0,0,160,u.s.,1
2487,1962-12-31,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
4205,1992-12-23,private,secondary,single,other,living with child,white and privileged,Female,0,0,40,u.s.,1
25728,1956-01-02,private,10th,d,other,living with child,white and privileged,Female,0,0,160,u.s.,1
14598,1973-12-28,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
27063,1979-12-27,private,secondary,d,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
12772,1996-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,100,de,1
12846,1971-12-29,private,secondary-7 through 8,married not together,estate employee,never married,white and privileged,Female,0,1594,96,guatemala,1
30863,1971-12-29,private,secondary,divorce pending,other,not living with family,afro american,Female,0,0,180,jamaica,1
14230,1956-01-02,local-gov,secondary,spouse passed,other,not living with family,white and privileged,Female,0,0,160,canada,1
20380,1996-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
7661,1999-12-22,private,secondary 12,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
17394,1972-12-28,private,entry level college,d,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
8454,1987-12-25,private,college graduate,married 1,C-level,has husband,white and privileged,Female,0,0,160,u.s.,0
12496,1987-12-25,private,secondary,single,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
31136,1977-12-27,local-gov,some post graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,160,u.s.,0
19739,1999-12-22,private,10th,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
30574,1972-12-28,state-gov,college graduate,divorce pending,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
32530,1982-12-26,unknown,college graduate,married 2,unknown,has husband,white and privileged,Female,0,0,220,u.s.,0
21131,1960-01-01,private,secondary-7 through 8,spouse passed,other,not living with family,other,Female,0,0,120,u.s.,1
6970,1977-12-27,local-gov,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
2518,1989-12-24,private,secondary,single,other,living with child,afro american,Female,0,0,160,unknown,1
9626,1965-12-30,unknown,primary school,married not together,unknown,never married,asian,Female,0,0,160,vietnam,1
16149,1977-12-27,private,10th,d,mechanic,not living with family,white and privileged,Female,0,0,140,u.s.,1
19336,1971-12-29,state-gov,secondary,divorce pending,secretarial,never married,white and privileged,Female,0,0,152,u.s.,1
18083,1979-12-27,private,some post graduate,single,secretarial,not living with family,white and privileged,Female,0,0,200,italy,0
26682,1997-12-22,private,secondary,single,sales,not living with family,white and privileged,Female,0,0,120,u.s.,1
6953,1993-12-23,private,secondary,single,other,never married,white and privileged,Female,0,0,140,u.s.,1
27579,1957-01-01,unknown,college graduate,single,unknown,not living with family,white and privileged,Female,0,0,180,u.s.,1
256,1997-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,160,u.s.,1
6919,1990-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,192,u.s.,1
8576,1973-12-28,local-gov,primary school,divorce pending,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
2787,1997-12-22,private,entry level college,single,sales,not living with family,white and privileged,Female,0,0,200,u.s.,1
6169,1957-01-01,private,secondary,spouse passed,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
4276,1994-12-23,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,180,u.s.,1
32252,1980-12-26,self-emp-not-inc,college graduate,married 2,sales,has husband,white and privileged,Female,0,0,200,u.s.,1
23572,1998-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,40,u.s.,1
30613,1999-12-22,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
4110,1992-12-23,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,200,u.s.,1
8716,1995-12-23,private,secondary,d,mechanic,living with child,white and privileged,Female,0,0,160,u.s.,1
29219,1992-12-23,private,entry level college,single,other,living with child,white and privileged,Female,0,0,160,u.s.,1
879,1998-12-22,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
14666,1996-12-22,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
20898,1991-12-24,federal-gov,secondary,single,secretarial,not living with family,afro american,Female,0,0,160,u.s.,1
2849,1996-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,148,u.s.,1
24011,1996-12-22,private,secondary 11,single,technology support,living with child,white and privileged,Female,0,0,140,u.s.,1
32344,1983-12-26,private,college graduate,married not together,secretarial,not living with family,white and privileged,Female,0,0,180,u.s.,1
4848,1986-12-25,private,college graduate,divorce pending,C-level,not living with family,white and privileged,Female,0,0,280,u.s.,1
4208,1970-12-29,local-gov,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,0
10547,1981-12-26,private,secondary,d,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
3686,1982-12-26,self-emp-not-inc,secondary,single,other,living with extende family,white and privileged,Female,0,0,120,u.s.,1
25832,1971-12-29,self-emp-not-inc,secondary,spouse passed,other,living with extende family,white and privileged,Female,0,0,160,u.s.,1
20006,1976-12-27,private,secondary,single,mechanic,never married,afro american,Female,0,0,160,u.s.,1
28683,1995-12-23,private,entry level college,married not together,sales,living with child,other,Female,0,0,88,dr,1
5784,1984-12-25,private,college graduate,married 2,other,has husband,white and privileged,Female,0,0,160,u.s.,1
5667,1987-12-25,private,college graduate,single,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
14360,1993-12-23,unknown,secondary,single,unknown,living with extende family,american indian,Female,0,0,160,u.s.,1
7414,1998-12-22,private,entry level college,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
19552,1966-12-30,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
32335,1999-12-22,unknown,secondary 11,single,unknown,living with child,white and privileged,Female,0,0,100,u.s.,1
26136,1973-12-28,private,college graduate,spouse passed,specialist technician,never married,white and privileged,Female,0,0,128,u.s.,1
30129,1980-12-26,federal-gov,advanced vocational,married 2,C-level,has husband,white and privileged,Female,0,0,160,u.s.,0
24404,2000-12-21,private,10th,single,other,living with child,white and privileged,Female,0,0,40,u.s.,1
3591,1998-12-22,private,college graduate,single,specialist technician,living with child,white and privileged,Female,0,0,120,u.s.,1
13133,1955-01-02,private,secondary,spouse passed,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
12672,1993-12-23,private,college graduate,single,secretarial,not living with family,asian,Female,0,0,160,u.s.,1
28923,1991-12-24,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
6686,1970-12-29,private,secondary,married 2,C-level,has husband,white and privileged,Female,0,0,160,u.s.,0
225,1999-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
30449,1978-12-27,federal-gov,entry level college,d,C-level,never married,afro american,Female,0,0,160,u.s.,1
2221,1960-12-31,state-gov,secondary,divorce pending,other,not living with family,white and privileged,Female,0,0,140,u.s.,1
3873,1983-12-26,private,secondary,single,sales,not living with family,white and privileged,Female,0,0,140,u.s.,1
24748,1994-12-23,private,entry level college,divorce pending,sales,never married,white and privileged,Female,0,0,160,u.s.,1
7002,1982-12-26,state-gov,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,152,u.s.,1
9568,1945-01-04,state-gov,secondary-7 through 8,d,other,not living with family,asian,Female,0,0,160,u.s.,1
20610,1928-01-09,private,some post graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,160,u.s.,0
17678,1971-12-29,local-gov,some post graduate,d,specialist technician,not living with family,white and privileged,Female,0,1876,240,u.s.,1
19426,1986-12-25,private,college graduate,married not together,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
27392,1974-12-28,private,college graduate,d,sales,not living with family,white and privileged,Female,0,0,200,u.s.,1
21301,1988-12-24,private,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,140,u.s.,0
13624,1994-12-23,local-gov,college graduate,single,specialist technician,living with child,white and privileged,Female,0,0,180,u.s.,1
30808,1988-12-24,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,200,u.s.,1
16365,1957-01-01,private,secondary 12,married 2,other,has husband,white and privileged,Female,0,0,160,u.s.,1
5390,1986-12-25,private,secondary 12,d,other,never married,white and privileged,Female,0,0,84,u.s.,1
10910,1980-12-26,private,college graduate,married 2,C-level,has husband,white and privileged,Female,0,0,148,u.s.,0
2728,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,100,u.s.,1
137,1990-12-24,private,basic vocational,married 2,secretarial,has husband,white and privileged,Female,0,0,140,u.s.,1
2003,1946-01-04,private,secondary-9,married 2,C-level,has husband,asian,Female,0,0,192,u.s.,0
1629,1981-12-26,unknown,advanced vocational,married 2,unknown,has husband,afro american,Female,0,0,84,haiti,1
24750,1983-12-26,private,secondary,divorce pending,other,not living with family,white and privileged,Female,0,0,140,unknown,1
3835,1977-12-27,private,secondary,single,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
18296,1978-12-27,private,entry level college,d,other,not living with family,white and privileged,Female,0,0,80,u.s.,1
1720,1986-12-25,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
20495,1995-12-23,private,secondary,single,sales,living with child,afro american,Female,0,0,160,u.s.,1
28336,1959-01-01,private,secondary-7 through 8,divorce pending,other,living with child,afro american,Female,0,0,152,u.s.,1
30135,1995-12-23,private,entry level college,single,vocational,living with extende family,asian,Female,0,0,160,vietnam,1
23823,1976-12-27,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
9984,1989-12-24,private,10th,married 2,vocational,has husband,other,Female,0,0,192,guatemala,1
25674,1989-12-24,private,some post graduate,married not together,sales,not living with family,white and privileged,Female,0,0,320,u.s.,0
29842,1982-12-26,unknown,secondary-9,married 2,unknown,has husband,white and privileged,Female,0,0,140,u.s.,1
14053,1978-12-27,unknown,secondary 11,single,unknown,not living with family,afro american,Female,0,0,160,u.s.,1
29687,1972-12-28,self-emp-inc,basic vocational,d,sales,never married,white and privileged,Female,0,0,120,u.s.,1
15228,1977-12-27,private,entry level college,married 2,sales,has husband,afro american,Female,0,0,160,puerto rico,1
22794,1998-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
2396,1964-12-30,private,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,1564,216,u.s.,0
18870,1990-12-24,private,secondary,single,sales,living with extende family,afro american,Female,0,0,128,dr,1
30173,1993-12-23,private,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,160,u.s.,1
11477,1981-12-26,private,10th,single,sales,never married,white and privileged,Female,0,0,140,unknown,1
16736,1972-12-28,local-gov,secondary,single,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
10711,1997-12-22,private,entry level college,divorce pending,sales,never married,afro american,Female,0,0,160,u.s.,1
24649,1980-12-26,private,advanced post graduate,divorce pending,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
25884,1965-12-30,federal-gov,entry level college,divorce pending,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
15199,1974-12-28,federal-gov,entry level college,married 2,specialist technician,has husband,white and privileged,Female,0,0,160,u.s.,0
18067,1990-12-24,private,college graduate,single,C-level,living with child,white and privileged,Female,0,0,160,u.s.,1
14347,1976-12-27,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,280,u.s.,1
20408,1968-12-29,federal-gov,secondary,d,secretarial,never married,afro american,Female,0,0,160,u.s.,1
22231,1967-12-30,private,entry level college,d,technology support,not living with family,white and privileged,Female,0,0,144,u.s.,1
16691,1971-12-29,local-gov,secondary,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
31127,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
205,1999-12-22,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
